id,article_id,source,first_property,middle_one,middle_two,second_property,destination,length,relevance_score,rarity_score,localPageRankMean,localHubMean,dbpediaPageRankMean,path_informativeness,path_pattern_informativeness,localPageViewMean
11243,133,Matteo_Renzi,L:tenant,Palazzo_Chigi,,R:country,Italy,2,0.0503137833392,320179.5,0.18071473858,0.0176598492178,829.86183,0.414564259898,3.4657359028,3537.33333333
11244,133,Matteo_Renzi,L:predecessor,Dario_Nardella,,R:nationality,Italy,2,0.0803544388116,56182.5,0.188020617533,0.0176598492178,828.769305333,0.424293669726,3.4657359028,3516
11245,133,Matteo_Renzi,L:successor,Leonardo_Domenici,,R:nationality,Italy,2,0.0874008149835,70033.5,0.188020617533,0.0239848172648,828.599956333,0.296793464128,3.4657359028,3512
11246,133,Matteo_Renzi,L:primeMinister,Andrea_Orlando,,R:birthPlace,Italy,2,0.0826936060258,342155,0.18071473858,0.0176598492178,828.716802,0.405826501769,1.38629436112,3515.66666667
11247,133,Matteo_Renzi,L:firstLeader,"Italian_local_elections,_2015",,R:country,Italy,2,0.0746094002697,317631,0.18071473858,0.0176598492178,828.554749667,0.391634797104,2.07944154168,3515
11248,133,Matteo_Renzi,L:firstLeader,Next_Italian_general_election,,R:country,Italy,2,0.070939060287,317631,0.18071473858,0.0176598492178,828.740459667,0.391634797104,2.07944154168,3612.66666667
11249,133,Europe,L:countryOrigin,Vega_(rocket),,R:countryOrigin,Italy,2,0.0400860378715,147,0.106653395088,0.0107597635494,1397.09263667,0.845622755305,3.4657359028,6152
11250,133,Europe,L:location,Mont_Blanc_Tunnel,,R:routeEndLocation,Italy,2,0.0286641294468,83493,0.106653395088,0.0107597635494,1396.33953,0.52317724185,3.4657359028,6184.66666667
11251,133,Europe,L:broadcastArea,Mediaset_Italia,,R:country,Italy,2,0.0491317701448,320341.5,0.106653395088,0.0170847315964,1395.22916967,0.286043008218,2.07944154168,6093.33333333
11252,133,Europe,L:hometown,MullMuzzler,,R:hometown,Italy,2,0.0409921150872,50454,0.106653395088,0.0107597635494,1395.51176,0.845622755305,3.4657359028,6105.33333333
11253,133,Europe,L:broadcastArea,Mediaset_Italia,,R:locationCountry,Italy,2,0.0491317701448,10454,0.106653395088,0.0170847315964,1395.22916967,0.298993794437,2.07944154168,6093.33333333
11254,133,Europe,L:broadcastArea,TV2000,,R:country,Italy,2,0.0548249956419,320341.5,0.106653395088,0.0170847315964,1395.46411667,0.286043008218,2.07944154168,6096
11255,133,Europe,L:broadcastArea,Telepace,,R:country,Italy,2,0.0547132613256,320341.5,0.106653395088,0.0170847315964,1395.28435267,0.286043008218,2.07944154168,6094
11256,133,Europe,L:regionServed,Foundation_for_subsidiarity,,R:locationCountry,Italy,2,0.0503271045144,10465.5,0.106653395088,0.0107597635494,1395.28512467,0.428794885633,2.77258872224,6093.33333333
11257,133,Europe,L:broadcastArea,TV2000,,R:locationCountry,Italy,2,0.0548249956419,10454,0.106653395088,0.0170847315964,1395.46411667,0.298993794437,2.07944154168,6096
11258,133,Europe,L:broadcastArea,Telepace,,R:locationCountry,Italy,2,0.0547132613256,10454,0.106653395088,0.0170847315964,1395.28435267,0.298993794437,2.07944154168,6094
11259,133,Europe,L:country,AXN_Sci_Fi,,R:broadcastArea,Italy,2,0.0465350968635,320341.5,0.106653395088,0.0132188885805,1395.469747,0.2039874472,3.4657359028,6096.33333333
11260,133,Europe,L:locationCountry,AXN_Sci_Fi,,R:broadcastArea,Italy,2,0.0465350968635,10454,0.106653395088,0.0132188885805,1395.469747,0.216057704474,3.4657359028,6096.33333333
11261,133,Europe,L:region,Lucilio_Vanini,,R:birthPlace,Italy,2,0.0360519081227,368800,0.106653395088,0.0107597635494,1395.44367367,0.423698871843,3.4657359028,6100.66666667
11262,133,Europe,L:regionServed,Olivetti,,R:foundationPlace,Italy,2,0.0502220623718,6678.5,0.106653395088,0.0170847315964,1397.82911,0.360118536198,3.4657359028,6165.66666667
11263,133,Europe,L:regionServed,Olivetti,,R:locationCountry,Italy,2,0.0502220623718,10465.5,0.106653395088,0.0170847315964,1397.82911,0.316627046088,2.77258872224,6165.66666667
11264,133,Europe,L:populationPlace,Swiss_people,,R:populationPlace,Italy,2,0.0412260596305,3312,0.106653395088,0.0107597635494,1403.8436,0.845622755305,3.4657359028,6199.33333333
11265,133,Europe,L:broadcastArea,Video_Italia,,R:broadcastArea,Italy,2,0.0514631146536,6257,0.106653395088,0.0234096996434,1395.22195,0.374875962369,3.4657359028,6094
11266,133,Europe,L:broadcastArea,Video_Italia,,R:country,Italy,2,0.0514631146536,320341.5,0.106653395088,0.0234096996434,1395.22195,0.318686666015,2.07944154168,6094
11267,133,Europe,L:broadcastArea,Video_Italia,,R:locationCountry,Italy,2,0.0514631146536,10454,0.106653395088,0.0234096996434,1395.22195,0.324157828429,2.07944154168,6094
11268,133,Europe,L:country,National_Observatory_of_Outsider_Art,,R:state,Italy,2,0.0444886666855,330970.5,0.106653395088,0.0107597635494,1395.23009133,0.346636158632,2.77258872224,6092.66666667
11269,133,Europe,L:country,"Academy_of_Fine_Arts,_Verona",,R:state,Italy,2,0.0294615064906,330970.5,0.106653395088,0.0107597635494,1395.87737667,0.346636158632,2.77258872224,6094.66666667
12611,139,Bernie_Sanders,R:birthPlace,New_York,,L:region,Hillary_Clinton,2,0.08423887438,368800,0.0209424827808,0.0128872554122,566.422766667,0.297039402145,3.91202300543,16121.6666667
12612,139,Bernie_Sanders,R:otherParty,Democratic_Party_(United_States),,L:party,Hillary_Clinton,2,0.117268272606,20159,0.0910880922623,0.0128872554122,325.1751,0.200265033731,2.81341071676,15750.6666667
12613,139,Bernie_Sanders,R:birthPlace,New_York,,L:birthPlace,Donald_Trump,2,0.102846102254,680612,0.0129105033697,0.0125659594526,537.4155,0.354007811535,3.91202300543,32127.3333333
